Text,Author
"Out of our virtues, who miscarrying,",Shakespeare
"The trick of's frown, his forehead, nay, the valley,",Shakespeare
"Thank you Iowa - Get out &amp; #VoteTrumpPence16!
https://t.co/HfihPERFgZ https://t.co/QsukELQmKb",Trump
#MakeAmericaGreatAgain! https://t.co/7zuMD4oxUq,Trump
"paper, although the sheet were big enough for the",Shakespeare
"And yet the steer, the heifer and the calf",Shakespeare
For she did speak in starts distractedly.,Shakespeare
"Good my lord, forbear:",Shakespeare
The harmony of their tongues hath into bondage,Shakespeare
Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,Trump
"""@Luciano031982: @realDonaldTrump Veterans Love Trump"" But I love the VETS even more!",Trump
"He vanishes in thunder, then, to soft music  enter the Shapes again, and dance, with mocks and mows, and carrying out the table",Shakespeare
"Nothing at all, unless that this were she.",Shakespeare
But learn my lessons as I please myself.,Shakespeare
"""@g_pluth: @RedNationRising Hats off to @realDonaldTrump for sticking it to liberal msm. @DMRegister"" A horrible newspaper, failing badly.",Trump
"Faith, I'll not meddle in't. Let her be as she is:",Shakespeare
"Thank you, Kansas! The line going into the Orlando event is over a mile long. Massive crowd expected. Leaving Kansas now, be there soon!",Trump
Shall not be sent: my hand will serve the turn:,Shakespeare
"And day by day I'll do this heavy task,",Shakespeare
To rescue my two brothers from their death:,Shakespeare
"We'll have him. Sirs, a word.",Shakespeare
"Why, how now, Stephano!",Shakespeare
Until the elder sister first be wed:,Shakespeare
The splinter of a lance. Even so much.,Shakespeare
"If she dares trust me with her little babe,",Shakespeare
.@stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Dont blame Mitt! Now Stevens cant get a job!,Trump
"Sweet, except not any,",Shakespeare
"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",Trump
"In those unfledged days was my wife a girl,",Shakespeare
"We two, my lord,",Shakespeare
"Would I were dead, so you did live again!",Shakespeare
How! have they denied him?,Shakespeare
Widow! a pox o' that! How came that widow in?,Shakespeare
"Take with you your companions, as you look",Shakespeare
a fair end.,Shakespeare
"Clinton Campaign Tried to Limit Damage From Classified Info on Email Server #DrainTheSwamp
https://t.co/5j8WuKLL5o",Trump
"hath got, as I take it, an ague. Where the devil",Shakespeare
"I love you Arizona! Thank you!
#Trump2016 #AmericaFirst https://t.co/QuTsSmeVdO",Trump
"To painful labour both by sea and land,",Shakespeare
And justify you traitors: at this time,Shakespeare
Our Roman hunting.,Shakespeare
"Than this, which to reiterate were sin",Shakespeare
"Had I expected thee. How now, my brother!",Shakespeare
"Imparts this, which if you, or stupefied",Shakespeare
"Enter TIMON, from the cave",Shakespeare
"Enter VIOLA, and Clown with a tabour",Shakespeare
"Re-enter ARIEL, driving in CALIBAN, STEPHANO and TRINCULO, in their stolen apparel",Shakespeare
"word. I will rather leave to see Hector, than",Shakespeare
"Do, Paulina,",Shakespeare
SCENE X. Another part of the plains.,Shakespeare
"RT @KellyannePolls: #Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, goi_",Trump
To Lacedaemon did my land extend.,Shakespeare
Nothing may give us aid.,Shakespeare
see thee so put down?,Shakespeare
"Achieve the elder, set the younger free",Shakespeare
I'll teach them to prevent wild Alcibiades' wrath.,Shakespeare
"I do desire thy worthy company,",Shakespeare
"My lord, will you be true?",Shakespeare
Hath she forsworn me?,Shakespeare
"Of her two branches, those sweet ornaments,",Shakespeare
"Peace, villain, peace!'--even thus he rates",Shakespeare
"with't, keep it close: home, home, the next way.",Shakespeare
"""@bdean1468: @realDonaldTrump ATL LOVES TRUMP!!!""  Thanks!",Trump
And send for money for 'em.,Shakespeare
"not, she has the mends in her own hands.",Shakespeare
"Like offices of pity. Sir, be prosperous",Shakespeare
"Therefore he will be, Timon:",Shakespeare
"With voices and applause of every sort,",Shakespeare
"Not for the world: why, man, she is mine own,",Shakespeare
"Indeed, I have had earnest: but I cannot with",Shakespeare
A very mean meaning.,Shakespeare
Break up the seals and read.,Shakespeare
"'Con tutto il cuore, ben trovato,' may I say.",Shakespeare
For 'tis a bond in men. Give him thy daughter:,Shakespeare
"But would it please thee, good Andronicus,",Shakespeare
To whom they go to. What will you read to her?,Shakespeare
Enter THERSITES,Shakespeare
I'll be revenged on the whole pack of you.,Shakespeare
"""@PaulaDuvall2:  Washington politicians are either dishonest or incompetent. Must be, since 7 yrs of LAWLESSNESS in WH are ignored.""",Trump
"Not she which burns in't. I'll not call you tyrant,",Shakespeare
"Or rather, call my thought a certain knowledge--",Shakespeare
"These dangerous unsafe lunes i' the king,",Shakespeare
Chiefly that I might set it in my prayers--,Shakespeare
"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",Trump
I must entreat of you some of that money.,Shakespeare
"But me more good, to see so great a lord",Shakespeare
"The person that Hillary Clinton least wants to run against is, by far, me. It will be the largest voter turnout ever - she will be swamped!",Trump
"My gracious lord, that which I would discover",Shakespeare
a copper nose.,Shakespeare
Take and give back affairs and their dispatch,Shakespeare
Asses.,Shakespeare
"Alas, Malvolio, this is not my writing,",Shakespeare
"There is not only disgrace and dishonour in that,",Shakespeare
"My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!
#MeetTheTrumps #Trump2016",Trump
Watch my interview with @ericbolling on @FoxNews today at 11:30AM ET,Trump
".@MissUniverse final 3 on now. Great people, great new owner @IMG. WATCH.",Trump
Nor how my father would enforce me marry,Shakespeare
Set forth in your pursuit.,Shakespeare
"O, farewell, dear Hector!",Shakespeare
"Thy back, I prithee.",Shakespeare
"Is rounded with a sleep. Sir, I am vex'd,",Shakespeare
"since the death of Hermione, visited that removed",Shakespeare
Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain,Trump
"He is as horribly conceited of him, and pants and",Shakespeare
Be you my time to bring it to some shape.,Shakespeare
"Please you walk in, my lords.",Shakespeare
"But let the laws of Rome determine all,",Shakespeare
Then well one more may fair Bianca have:,Shakespeare
"Schoolmasters will I keep within my house,",Shakespeare
"How now, Trojan!",Shakespeare
"And mine, my lord.",Shakespeare
"But after many ceremonies done,",Shakespeare
"I shall no more to sea, to sea,",Shakespeare
"Come not to me again: but say to Athens,",Shakespeare
"Mi perdonato, gentle master mine,",Shakespeare
To an infected jelly and my name,Shakespeare
"Full fathom five thy father lies,",Shakespeare
"""@FreeStateYank: Ex-wife Ivana Trump says @realDonaldTrump can win, likely WILL win, and will be a great President. http://t.co/kI1xij3v6w""",Trump
"He hath indeed, almost natural: for besides that",Shakespeare
"Who I do think is mine and love as mine,",Shakespeare
"know to be his character, the majesty of the",Shakespeare
"THANK YOU PORTLAND, Maine!
#MakeAmericaGreatAgain #Trump2016
https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD",Trump
"Of Lucius, son to old Andronicus,",Shakespeare
"In pleasure of my spleen.' And in this fashion,",Shakespeare
"Half of the number that King Priam had,",Shakespeare
"To guard a thing not ours nor worth to us,",Shakespeare
"My dearest lord, bless'd, to be most accursed,",Shakespeare
SCENE III. The Grecian camp. Before Achilles' tent.,Shakespeare
be hang'd:,Shakespeare
"in music and mathematics: his name is Cambio, pray,",Shakespeare
"And therefore, setting all this chat aside,",Shakespeare
And thou most reverend for thy stretch'd-out life,Shakespeare
"""Trump Nears 100 days on Top"" via The Hill https://t.co/MDzpY89TRE",Trump
"That I might rail at him, to ease my mind!",Shakespeare
to you: so you may continue and laugh at,Shakespeare
As much as ever Coriolanus did.,Shakespeare
"Fear not thou, man, thou shalt lose nothing here.",Shakespeare
"To cast up, with a pair of anchoring hooks,",Shakespeare
"Isidore's Servant	From Isidore,",Shakespeare
Injurious time now with a robber's haste,Shakespeare
'Scape being drunk for want of wine.,Shakespeare
and will not--,Shakespeare
"Being skilless in these parts, which to a stranger,",Shakespeare
Is noble Timon: of whose memory,Shakespeare
"O traitors and bawds, how earnestly are you set",Shakespeare
And make him weigh with her.,Shakespeare
"For I will throw my glove to Death himself,",Shakespeare
"The emperor's court is like the house of Fame,",Shakespeare
"Via @politico by Poll: Trump has twice the support of Bush in New Hampshire۝
  http://t.co/aeHiTqEZlq",Trump
"monster, or my standard.",Shakespeare
And here is writ 'love-wounded Proteus.',Shakespeare
"She had, and would incense me",Shakespeare
"What honey is expected? Degree being vizarded,",Shakespeare
"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",Trump
"I have taught him, even as one would say precisely,",Shakespeare
worse payment.,Shakespeare
"Enter LEONTES, Lords, and Officers",Shakespeare
To the Elephant.,Shakespeare
"#VoteTrump at clerks offices &amp; 185 ballot drop boxes in #ORPrimary!
Closes at 8pm! https://t.co/ESGg1Qu68S
https://t.co/TqcNAWjP5l",Trump
"His wife but yesternight was brought to bed,",Shakespeare
"I mean, to go, sir, to enter.",Shakespeare
"She's not well married that lives married long,",Shakespeare
"If you think you can do a thing or think you cant do a thing, youre right.
 -- Henry Ford",Trump
"news, then, in your paper?",Shakespeare
"Opposed, as it must be, by the power of the king:",Shakespeare
"""@donnieboysmith: @realDonaldTrump in contrast to Rubio and Cruz you look like a giant. They look terribly weak"" Thank you!",Trump
[Reads]  'The sleeves curiously cut.',Shakespeare
"O, had the monster seen those lily hands",Shakespeare
Who of my people hold him in delay?,Shakespeare
Make them best seen and known.,Shakespeare
"I will not, uncle: I have forgot my father,",Shakespeare
"But hear you, hear you!",Shakespeare
.@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!,Trump
Thanks. https://t.co/xU5h2BwojR,Trump
Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,Trump
"If you like me, she shall have me and mine.",Shakespeare
"you,--and thus much for greeting. Now, my spruce",Shakespeare
"My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16",Trump
It never ends!  https://t.co/vdErsfh5H6,Trump
"""@shawnlivinlife: I still havent heard the WH say the words islamic terrorist. Call it what it is. #Trump2016 cant happen fast enough.",Trump
"Go to, have your lath glued within your sheath",Shakespeare
"As when the golden sun salutes the morn,",Shakespeare
What would my potent master? here I am.,Shakespeare
"No, no, you shall have it for bearing the letter.",Shakespeare
"The affliction of my mind amends, with which,",Shakespeare
"I am question'd by my fears, of what may chance",Shakespeare
"Your looks are pale and wild, and do import",Shakespeare
"her horse stumbled, how she waded through the dirt",Shakespeare
How she opposes her against my will,Shakespeare
"Than you are mad, which is enough, I'll warrant,",Shakespeare
"Good Paulina,",Shakespeare
"Why, I tell thee, I care not though he burn himself",Shakespeare
"If you turn not, you will return the sooner.",Shakespeare
"Well, she looked yesternight fairer than ever I saw",Shakespeare
"Oh wow, lightweight Governor @BobbyJindal, who is registered at less than 1 percent in the polls, just mocked my hair. So original!",Trump
"Tune into the legendary @BarbaraJWalters at 10pmE on
@ABC2020 tonight. #MeetTheTrumps for a full hour @ABC #ABC2020! https://t.co/exF5aUhrEW",Trump
Crooked۪s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate,Trump
Who have we here?,Shakespeare
To come and sport: her peacocks fly amain:,Shakespeare
"Therefore this order hath Baptista ta'en,",Shakespeare
"Doth shine upon the dead man's earthy cheeks,",Shakespeare
"Confounds thy fame as whirlwinds shake fair buds,",Shakespeare
RT @TeamTrump: Its hard to fight terrorism when youre making cash payments to the worlds LARGEST state sponsor of TERROR. Under Trump: N_,Trump
Exit Gaoler,Shakespeare
Rather than want a spirit: appear and pertly!,Shakespeare
My brother Troilus lodges there to-night:,Shakespeare
Now blessed be the great Apollo!,Shakespeare
'cum privilegio ad imprimendum solum:' to the,Shakespeare
come forth?,Shakespeare
"One day shall crown the alliance on't, so please you,",Shakespeare
"And let me say, that never wept before,",Shakespeare
That tempts most cunningly: but be not tempted.,Shakespeare
I will be live-tweeting President Obamas prime-time speech tonight starting at 7:50 P.M. (Eastern).Will he finally state the real problems?,Trump
Even such a passion doth embrace my bosom:,Shakespeare
@KarlRove just totally bombed on @Morning_Joe. @FoxNews has him on even though he has lost all credibility - a loser!  Fox should dump Rove.,Trump
"Alive and dead, and for their brethren slain",Shakespeare
"That mercy does, for calumny will sear",Shakespeare
Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!,Trump
"The worst is this, that, at so slender warning,",Shakespeare
President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,Trump
"the seaside, browsing of ivy. Good luck, an't be thy",Shakespeare
RT @RogerJStoneJr: .@realDonaldTrumps tax plan will be #YUGE for women. Get on the #TrumpTrain @mitchsunderland! https://t.co/sBSOgvU2bO,Trump
"thee, I bid thy master cut out the gown, but I did",Shakespeare
"She is your own, else, you must pardon me,",Shakespeare
"Though full of our displeasure, yet we free thee",Shakespeare
with a kind of injunction drives me to these habits,Shakespeare
"Rumor has it - Pataki, Kasich, &amp; Senator Lindsey Graham are dropping out of the race very soon. Hope its not true, theyre so easy to beat!",Trump
Haply I do.,Shakespeare
"Lo, by thy side where Rape and Murder stands,",Shakespeare
"And his pond fish'd by his next neighbour, by",Shakespeare
Certainly has been an interesting 24 hours!,Trump
Who's there? what's the matter? will you beat,Shakespeare
"Any toys for your head,",Shakespeare
"America must decide between failed policies or fresh perspective, a corrupt system or an outsider
https://t.co/ll8QIW9SqW",Trump
You will not pay for the glasses you have burst?,Shakespeare
"By'r lakin, I can go no further, sir,",Shakespeare
"Lady, you have. Pray you, peruse that letter.",Shakespeare
"Ay, good fool.",Shakespeare
"""@MNTwisterChaser: Thanks @SavannahGuthrie and @NBCNews for showing us how lopsided you are! Use your own poll! #trainwreck #Trump2016",Trump
"And now at last, laden with horror's spoils,",Shakespeare
"In Tampa, Florida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7",Trump
"Let it flow this way, my good lord.",Shakespeare
Enter VALENTINE,Shakespeare
Get out and vote! I am your voice and I will fight for you! We will make America great again! https://t.co/XXvLRlhSaz,Trump
Our sorrow with our comfort.,Shakespeare
"Should straight fall mad, or else die suddenly.",Shakespeare
"Are not within the leaf of pity writ,",Shakespeare
To FLORIZEL,Shakespeare
"swaggering accent sharply twanged off, gives manhood",Shakespeare
"I' the eyes of heaven and to you, I mean,",Shakespeare
Experience is by industry achieved,Shakespeare
"""@DanScavino: Bruce LeVell, former GOP Chairman of Gwinnett County (GA) endorsed @realDonaldTrump today. #TeamTrump https://t.co/OY4Uo3tcJu",Trump
RT @GeraldoRivera: @realDonaldTrump now youre talking boss-Immigrant vigor energizing vibrant America whichll dominate shrinking Russia wh_,Trump
"Of cruel war: sixty and nine, that wore",Shakespeare
"""@SongBird1154: Again SNL (10/17) exposes CarlyFiorina as failed CEO, an unwanted Senatorial candidate, &amp; GOD forbid next Prez #NTXForum""",Trump
"Good, good.",Shakespeare
Thou hast undone our mother.,Shakespeare
"has left with thee: if this be a horseman's coat,",Shakespeare
'What an if you do?',Shakespeare
.@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?,Trump
"Join me on Tuesday- in Greensboro, North Carolina! #Trump2016 #AmericaFirst https://t.co/iaL5IGTfV3",Trump
"Incompetent Hillary, despite the horrible attack in Brussels today, wants borders to be weak and open-and let the Muslims flow in.  No way!",Trump
"Being most unfit to live. I have made you mad,",Shakespeare
Exeunt severally PRIAM and HECTOR. Alarums,Shakespeare
"secrets! I'll after, to rejoice in the boy's correction.",Shakespeare
"Yet standing in rich place, I multiply",Shakespeare
"Though you hear now, too late--yet now's a time--",Shakespeare
"In Cressid's love: thou answer'st 'she is fair,'",Shakespeare
Is more vindicative than jealous love:,Shakespeare
But did I never speak of all that time?,Shakespeare
"Now, knock when I bid you, sirrah villain!",Shakespeare
"new ship to purge melancholy and air himself: for,",Shakespeare
"Do use to chant it: it is silly sooth,",Shakespeare
That I had any light from thee of this.,Shakespeare
My experience in Iowa was a great one. I started out with all of the experts saying I couldnt do well there and ended up in 2nd place. Nice,Trump
Such to-be-pitied and o'er-wrested seeming,Shakespeare
All wound with adders who with cloven tongues,Shakespeare
"Signior Hortensio, thus it stands with me:",Shakespeare
"Ran mad through sorrow: that made me to fear,",Shakespeare
To call for recompense. Appear it to your mind,Shakespeare
With one 'We thank you' many thousands moe,Shakespeare
"For I am he am born to tame you Kate,",Shakespeare
With mill-stones.,Shakespeare
"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",Trump
Enter KATHARINA,Shakespeare
"""@DonaldJTrumpJr: Honored to be in #Utah with retired General Robert C. Oaks. We are so thankful for his support and endorsement here in SLC",Trump
"The ladder made of cords, and all the means",Shakespeare
"Hold thy whore, Grecian!--now for thy whore,",Shakespeare
"Ensear thy fertile and conceptious womb,",Shakespeare
"""@PatrickStinard: @megynkelly Kelly File was much better without Megyn Kelly. Her replacement while she was out on vacation was much better!",Trump
"Take hands, a bargain!",Shakespeare
"There's for you, Patroclus.",Shakespeare
"My lord, you take us even at the best.",Shakespeare
In thy dumb action will I be as perfect,Shakespeare
"Whom for this time we pardon. We enjoin thee,",Shakespeare
"A stone is soft as wax,--tribunes more hard than stones,",Shakespeare
put fire in your heart and brimstone in your liver.,Shakespeare
"""@THR: Trumps Wife, Children Open Up About GOP Candidate: ""There۪s No One Else Like Him"" https://t.co/wOn9AwEyNk https://t.co/WXsq41nK17""",Trump
"Besides, old Gremio is hearkening still,",Shakespeare
"Soft! and the impressure her Lucrece, with which she",Shakespeare
Or so devote to Aristotle's cheques,Shakespeare
"bear-herd, and now by present profession a tinker?",Shakespeare
"strong, or so.",Shakespeare
But am in that dimension grossly clad,Shakespeare
"To bring false generations: they are co-heirs,",Shakespeare
"O noble lord, bethink thee of thy birth,",Shakespeare
Have I here touch'd Sicilia and from him,Shakespeare
"I have no other, but a woman's reason,",Shakespeare
"Ay, and perhaps receive much honour by him.",Shakespeare
This is a strange thing as e'er I look'd on.,Shakespeare
"""@TheFix: Tuesdays Democratic debate is missing just one thing: Donald Trump.""  True, can you think of anyone who wants to watch?",Trump
"For thou are pleasant, gamesome, passing courteous,",Shakespeare
I'll stand to-day for thee and me and Troy.,Shakespeare
#MakeAmericaGreatAgain #Trump2016 https://t.co/uMLm0Gd3lX,Trump
"One friend to take his fortune by the arm,",Shakespeare
I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasnt she done them in her last 30 years?,Trump
"Good my lord, be cured",Shakespeare
Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!,Trump
"These crimes wont be happening if Im elected POTUS. Killer should have never been here. #AmericaFirst
https://t.co/XDGKaj0ico",Trump
"""@elkay14: @jordanfax I like gutsy brave guys like #Trump #Reagan , I hate all those bloody hypocrites @realDonaldTrump"" Thank you.",Trump
And 'twill be supper-time ere you come there.,Shakespeare
Our imputation shall be oddly poised,Shakespeare
Yet every mother breeds not sons alike:,Shakespeare
I have great comfort from this fellow: methinks he,Shakespeare
"To force that on you, in a shameful cunning,",Shakespeare
Your letter is with Jupiter by this.,Shakespeare
By humble message and by promised means:,Shakespeare
Great! https://t.co/FFzhWLUfzF,Trump
And take my ministers along with me.,Shakespeare
"Show me a murderer, I'll deal with him.",Shakespeare
the prince thou art a tall fellow of thy hands and,Shakespeare
"""@ShoneeP: @realDonaldTrump Trump for President! Bernie is a joke, knows nothing - and Hillary is yesterdays and todays nightmare""",Trump
has got that same scurvy doting foolish young knave's,Shakespeare
"Here, sir, what is your pleasure?",Shakespeare
"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""",Trump
make your wit bankrupt.,Shakespeare
"The matter, I hope, is not great, sir, begging but",Shakespeare
"""@lucascoon1: @realDonaldTrump Reaganomics created 16 million new jobs and Trumpenomics will create 16 million more""",Trump
I never said that China was in the bad TPP trade deal but that China would come in the back door at a later date. @CNN @FoxBusiness,Trump
Many people are now saying I won South Carolina because of the last debate. I showed anger and the people of our country are very angry!,Trump
"Why is someone like George Pataki, who did a terrible job as Governor of N.Y. and registers ZERO in the polls, allowed on the debate stage?",Trump
'Because thou canst not ease thy smart,Shakespeare
"yields pound and odd shilling, fifteen hundred",Shakespeare
My wife Melania will be on @Morning_Joe  tomorrow morning at 8:00. Interviewed by @morningmika - Enjoy!,Trump
And see what death is doing.,Shakespeare
less to you.,Shakespeare
"Jamiel Shaw was incredible on @foxandfriends this morning. His son, who was viciously killed by an illegal immigrant, is so proud of pop!",Trump
"Ay, and this.",Shakespeare
"Write from it, if you can, in hand or phrase,",Shakespeare
That thou wilt never render to me more!,Shakespeare
"If I did love you in my master's flame,",Shakespeare
"Draw nearer, honest Flaminius. Thy lord's a",Shakespeare
Something too wildly and my father's precepts,Shakespeare
We have all got to come together and win this election. We cant have four more years of Obama (or worse!).,Trump
Rick Perry did an absolutely horrible job of securing the border. He should be ashamed of himself. Gov. Abbott has since been terrific.,Trump
"I know it well, sir, you always end ere you begin.",Shakespeare
"We cannot miss him: he does make our fire,",Shakespeare
"""@Cj112Connie I dont get the media??Trump is ahead in every poll, but wont give him credit, they say he wont make it?? 60% of us say yes""",Trump
"If there be devils, would I were a devil,",Shakespeare
The providence that's in a watchful state,Shakespeare
"We are tougher, brother,",Shakespeare
The shapes of beasts upon them: Jupiter,Shakespeare
"Seek him out, and play the tune the while.",Shakespeare
#WheresHillary? Sleeping!!!!!,Trump
"Her name is Katharina Minola,",Shakespeare
"RT @DanScavino: FOX NEWS POLL RELEASED
#1. @realDonaldTrump ۢ 26%
#2. Jeb Bush ۢ 15%
#3. Scott Walker ۢ 9%
#MakeAmericaGreatAgain__ http://_",Trump
"Governor @Mike_Pence and I will be in Cleveland, Ohio tomorrow night at 7pm - join us! #MAGA
Tickets:_ https://t.co/kfJv5Po0x6",Trump
Till Saturninus be Rome's emperor.,Shakespeare
"He breathes, my lord. Were he not warm'd with ale,",Shakespeare
"I pray you, stay, by hell and all hell's torments",Shakespeare
"With some sweet concert, to their instruments",Shakespeare
"It comes not ill, I hate not to be banish'd,",Shakespeare
.@FoxNews treats me so badly. Using old Quinnipiac Poll where I have a much smaller lead than the just out @CNN Poll. All negative!,Trump
"For this care of Tamora,",Shakespeare
"""@piersmorgan: Why @realdonaldtrump nailed SNL. My new column. https://t.co/2mIMzNRMOc""",Trump
"A prize, a prize, a prize!",Shakespeare
"The snake lies rolled in the cheerful sun,",Shakespeare
and lost all my money?,Shakespeare
"A precious ring, that lightens all the hole,",Shakespeare
Say that the emperor requests a parley,Shakespeare
"O, fellow, come, the song we had last night.",Shakespeare
Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,Trump
But breeds the giver a return exceeding,Shakespeare
And your great love to me restrains you thus:,Shakespeare
Thou never shalt mock Diomed again.,Shakespeare
"Why me, Timon?",Shakespeare
Hope he wont spend too much time ripping apart the 2nd. Amendment!,Trump
Casting their savageness aside have done,Shakespeare
"Speak, brother, hast thou hurt thee with the fall?",Shakespeare
Its too bad so few people showed up to @bobvanderplaats Family Leader dinner. Next year Ill try &amp; be there- and theyll have a huge crowd!,Trump
"Little Marco Rubio gave amnesty to criminal aliens guilty of ""sex offenses."" DISGRACE! https://t.co/mZwpynzsLb",Trump
"But what says Jupiter, I ask thee?",Shakespeare
"taking, I doubt me.",Shakespeare
And then I ran away to call the watch.,Shakespeare
this is the time that the unjust man doth thrive.,Shakespeare
"Away! I say, commend me to thy master.",Shakespeare
"Enter SEMPRONIUS, and a Servant of TIMON's",Shakespeare
"#ICYMI: @foxandfriends this morning.
https://t.co/s5pUEdCWI0",Trump
"Nay, then, 'tis time to stir him from his trance.",Shakespeare
"What a block art thou, that thou canst not! My",Shakespeare
"""@TheNewsClub_US: RT  ""@robmo: @StrengthenTheUS @GOP @realDonaldTrump. We The People want Mr Trump_ #RT #CNN #HBO https://t.co/afbwQCvUDs""",Trump
"Go, girl, I cannot blame thee now to weep,",Shakespeare
"Nay, I have offer'd all, I have no more,",Shakespeare
"But, for your conscience?",Shakespeare
"""@2009softail: You nailed it on @oreillyfactor tonite. You say what most middle class folks YELL at their TV every night - you speak 4 us""",Trump
"""@BeckyOmz: @JuvenIle  @thehill We could use a new era of greatness! America needs to return to its place in the world--leading!""",Trump
gentleman of the greatest promise that ever came,Shakespeare
"I curse myself, for they are sent by me,",Shakespeare
"No, sooth, sir: my determinate voyage is mere",Shakespeare
And let no quarrel nor no brawl to come,Shakespeare
Let's hear. O fie! the treble jars.,Shakespeare
"""@TheBrodyFile: The HUGE @TheBrodyFile DonaldTrump faith-based story runs tomorrow (Friday) on @700club. @ABCFamily channel at 10am ET.""",Trump
"Because I would be sure to have all well,",Shakespeare
"Thoughts &amp; prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors, and listen_ https://t.co/JqjyTiKicD",Trump
"Shall from your neck unloose his amorous fold,",Shakespeare
"Wow, the Dallas event in two weeks looks like a big winner! Get your tickets (American Airlines Center) FAST!",Trump
"""@DiamondandSilk: .@DonaldJTrumpJr awesome job on @CNNSotu. DonaldTrump has integrity &amp; he refuses 2 play the game call ""Delegate Bribery""",Trump
"Ay, good brother, or go about to think.",Shakespeare
"Just landing in Knoxville, Tennessee! Massive crowd expected! Will all have a great time, despite serious subject matter.",Trump
"Sir, shall I to this lady?",Shakespeare
"Come, come, thou'lt do thy message, wilt thou not?",Shakespeare
"Nor can imagination form a shape,",Shakespeare
And watch your safety.,Shakespeare
Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,Trump
Amen. Whereupon I will show you a chamber with a,Shakespeare
"there would be none left to rail upon thee, and then",Shakespeare
If spirits can assume both form and suit,Shakespeare
"Joy Behar, who was fired from her last show for lack of ratings, is even worse on @TheView. We love Barbara!",Trump
"REPEAL AND REPLACE!!!
#ObamaCareInThreeWords",Trump
"To be a speaker free, when I am hence",Shakespeare
Are there such? such are not we: praise us as we,Shakespeare
And they it were that ravished our sister:,Shakespeare
If this prove,Shakespeare
Enter Outlaws with SILVIA,Shakespeare
"Cry, Cock-a-diddle-dow.",Shakespeare
"Desire to breed by me. Here's flowers for you,",Shakespeare
"RT @KellyannePolls: After a decent first debate, @HillaryClinton is back to form: pedantic, lawyerly, technocratic, (woefully untruthful) r_",Trump
His heart as far from fraud as heaven from earth.,Shakespeare
Has caught me in his eye: I will present,Shakespeare
"As knots, by the conflux of meeting sap,",Shakespeare
We need new leadership- fast! https://t.co/WCLMe1JKvx,Trump
Here a dance of twelve Satyrs,Shakespeare
Exeunt the followers of BASSIANUS,Shakespeare
"Now Jove, in his next commodity of hair, send thee a beard!",Shakespeare
"I won every debate so far according to all debate polls including @DRUDGE_REPORT, @TIME @Slate and more. Too bad dopey @megynkelly lies!",Trump
"Ay, is't, I warrant him: do but read.",Shakespeare
"Polls close at 6pm! #INPrimary #Trump2016 #VoteTrump
https://t.co/DT9WkYAGEK",Trump
Great day in D.C. with @SpeakerRyan and Republican leadership. Things working out really well! #Trump2016 https://t.co/hfHY9MdAc7,Trump
Why doesnt phony  @bobvanderplaats tell his followers all the times he asked for him and his family to stay at my hotels-didnt like paying,Trump
Congratulations to Tom Brady on yet another great victory- Tom is my friend and a total winner!,Trump
And find the welcome of a noble foe.,Shakespeare
And I do hope good days and long to see.,Shakespeare
Lyin Ted Cruz is now trying to convince prople that his problems with The National Enq.were caused by me. I had NOTHING to do with story!,Trump
Look to the boy.,Shakespeare
name is Tranio.,Shakespeare
"If, one by one, you wedded all the world,",Shakespeare
